product_id,product_name,brand,main_category,sub_category,activity,gender,color,material,closure,fit,price_inr,discount_pct,final_price_inr,rating,rating_count,popularity_score,cushioning,arch_support,breathability,durability,weight_g,heel_drop_mm,sole_type,surface,water_resistant,season,size_range,inventory_units,launch_month,trend_score,style_tag
SH0520,Puma Air Cross Trainers Olive,Puma,Shoes,cross trainers,Training,Men,Olive,Synthetic,Buckle,Regular,5507,20,4405.6,4.3,119,100,High,Medium,Low,Very High,643,0,EVA,Road,No,All Season,6-9,142,10,62,retro
SH0521,Crocs Stride Walking Shoes Black,Crocs,Shoes,walking shoes,Walking,Boys,Black,Mesh,Buckle,Regular,2436,25,1827.0,4.1,49,90,Medium,Medium,High,High,506,6,PU,All-Purpose,No,Summer,3-7,71,10,44,lightweight
SH0522,Vans Edge Lifestyle Sneakers Olive,Vans,Shoes,lifestyle sneakers,Lifestyle,Boys,Olive,Synthetic,Velcro,Regular,5064,25,3798.0,4.5,73,100,Medium,Medium,Low,Medium,460,10,PU,Trail,No,All Season,3-7,153,4,73,retro
SH0523,Clarks Pro Derbies Grey,Clarks,Shoes,derbies,Formal,Women,Grey,Mesh,Slip-On,Regular,8398,25,6298.5,4.3,99,70,High,High,Medium,Medium,626,0,EVA,All-Purpose,No,All Season,4-8,129,11,100,everyday
SH0524,Fila Pro Cross Trainers Tan,Fila,Shoes,cross trainers,Training,Unisex,Tan,Mesh,Elastic,Wide,3275,10,2947.5,4.3,123,100,Low,Low,High,Medium,627,10,TPU,Trail,No,Monsoon,7-11,44,12,78,minimal
SH0525,Puma Max Race-Day Shoes Black,Puma,Shoes,race-day shoes,Running,Unisex,Black,Leather,Velcro,Wide,4455,20,3564.0,4.3,204,100,Medium,High,Medium,High,595,4,PU,Road,Yes,All Season,6-10,51,12,79,rugged
SH0526,Nike Pro Cross Trainers Navy,Nike,Shoes,cross trainers,Training,Women,Navy,Canvas,Lace-Up,Regular,6122,5,5815.9,4.2,89,100,Medium,Low,Medium,Very High,461,6,EVA,Court,Yes,Monsoon,4-8,114,11,44,minimal
SH0527,Puma Max Gym Trainers Maroon,Puma,Shoes,gym trainers,Training,Men,Maroon,Rubberized knit,Velcro,Wide,4772,25,3579.0,4.6,151,100,High,High,Low,Very High,741,6,TPU,All-Purpose,No,All Season,7-11,269,4,69,lightweight
SH0528,Hush Puppies Lite Canvas Shoes White,Hush Puppies,Shoes,canvas shoes,Casual,Women,White,Synthetic,Elastic,Regular,4619,25,3464.25,4.4,179,100,Medium,Medium,Medium,High,522,6,Foam,Court,No,Monsoon,6-10,183,7,80,lightweight
SH0529,Puma Elite Street Sneakers Maroon,Puma,Shoes,street sneakers,Lifestyle,Women,Maroon,PU,Lace-Up,Regular,3776,20,3020.8,4.3,191,100,Low,Low,Low,Very High,450,8,PU,All-Purpose,No,All Season,6-10,183,11,91,sporty
SH0530,Campus Pulse School Shoes Brown,Campus,Shoes,school shoes,School,Boys,Brown,Synthetic,Velcro,Regular,1528,30,1069.6,4.2,123,100,Low,High,Low,High,564,8,TPU,All-Purpose,No,All Season,2-6,201,7,72,lightweight
SH0531,Campus Prime School Shoes Black,Campus,Shoes,school shoes,School,Girls,Black,Rubberized knit,Slip-On,Slim,1184,0,1184.0,3.7,121,66,High,Medium,Low,Very High,949,8,Foam,Road,No,All Season,3-7,180,12,62,fashion
SH0532,Red Tape Flex Canvas Shoes Black,Red Tape,Shoes,canvas shoes,Casual,Women,Black,Rubberized knit,Velcro,Slim,5309,10,4778.1,4.1,92,100,Low,Low,Low,High,345,6,Foam,Court,No,All Season,5-9,222,7,35,retro
SH0533,Campus Max Road Running Shoes Blue,Campus,Shoes,road running shoes,Running,Women,Blue,Mesh,Elastic,Regular,1932,5,1835.4,4.4,140,100,High,High,High,Very High,606,6,EVA,All-Purpose,No,Summer,4-7,48,6,23,fashion
SH0534,Bata Edge School Shoes Beige,Bata,Shoes,school shoes,School,Girls,Beige,Mesh,Elastic,Regular,2126,5,2019.7,3.5,110,100,Low,Medium,Medium,Medium,540,6,Rubber,Road,No,All Season,2-6,112,5,56,premium
SH0535,Under Armour Lite Road Running Shoes Brown,Under Armour,Shoes,road running shoes,Running,Men,Brown,Canvas,Buckle,Regular,7202,5,6841.9,3.7,60,98,Max,Medium,Medium,Very High,478,10,Foam,Road,No,All Season,6-9,139,3,68,premium
SH0536,Campus Edge Slip-On Walkers Pink,Campus,Shoes,slip-on walkers,Walking,Unisex,Pink,Leather,Lace-Up,Regular,2005,20,1604.0,3.4,112,100,Medium,Medium,Medium,Very High,607,10,Rubber,Indoor,No,All Season,6-10,31,3,54,fashion
SH0537,Crocs Lite Casual Sneakers Maroon,Crocs,Shoes,casual sneakers,Casual,Men,Maroon,Synthetic,Slip-On,Regular,3554,20,2843.2,4.0,61,53,Medium,High,Low,High,683,4,EVA,Court,Yes,Monsoon,6-10,126,7,100,lightweight
SH0538,Bata Move Derbies Black,Bata,Shoes,derbies,Formal,Women,Black,Synthetic,Slip-On,Regular,2931,30,2051.7,4.3,98,95,Medium,Medium,Low,Very High,703,8,EVA,Court,Yes,All Season,4-7,169,8,69,fashion
SH0539,Nike Flex Basketball Shoes Beige,Nike,Shoes,basketball shoes,Basketball,Men,Beige,Rubberized knit,Lace-Up,Regular,4429,40,2657.4,4.7,158,100,Max,Low,High,Very High,556,6,Foam,Court,No,All Season,8-12,180,7,56,everyday
SH0540,Clarks Edge Comfort Walkers Grey,Clarks,Shoes,comfort walkers,Walking,Women,Grey,Canvas,Lace-Up,Regular,6540,25,4905.0,3.6,138,76,Medium,High,Medium,Very High,432,8,EVA,Trail,No,All Season,4-7,46,1,27,retro
SH0541,Under Armour Lite Trail Running Shoes Pink,Under Armour,Shoes,trail running shoes,Running,Women,Pink,Leather,Slip-On,Regular,7670,20,6136.0,4.1,47,66,High,Medium,Medium,Very High,481,6,Foam,Trail,No,All Season,6-10,147,1,55,premium
SH0542,Vans Lite Skate Shoes Tan,Vans,Shoes,skate shoes,Skate,Boys,Tan,Knit,Slip-On,Regular,3781,15,3213.85,4.3,247,100,Low,Low,High,Very High,531,6,EVA,Indoor,No,All Season,2-6,95,5,69,fashion
SH0543,Nike Max Cross Trainers Brown,Nike,Shoes,cross trainers,Training,Women,Brown,Leather,Lace-Up,Slim,6004,40,3602.4,4.1,88,100,Medium,Medium,High,High,338,4,Foam,Road,No,All Season,5-9,60,10,46,retro
SH0544,Red Tape Pulse Slip-On Walkers Blue,Red Tape,Shoes,slip-on walkers,Walking,Women,Blue,PU,Buckle,Wide,1909,25,1431.75,3.8,111,89,Medium,High,Medium,Very High,219,8,Foam,Trail,No,All Season,4-7,150,8,65,premium
SH0545,Adidas Elite Turf Shoes Olive,Adidas,Shoes,turf shoes,Football,Men,Olive,PU,Buckle,Regular,6959,0,6959.0,4.5,49,100,Medium,Low,Medium,High,498,6,PU,Indoor,No,All Season,6-9,68,2,66,lightweight
SH0546,Liberty Stride Comfort Walkers Beige,Liberty,Shoes,comfort walkers,Walking,Men,Beige,Canvas,Lace-Up,Wide,1189,35,772.85,4.1,91,97,Low,Medium,High,High,584,8,Rubber,Trail,No,All Season,8-12,48,12,57,rugged
SH0547,Nike Pro Road Running Shoes Tan,Nike,Shoes,road running shoes,Running,Women,Tan,Knit,Elastic,Regular,6008,35,3905.2,4.3,62,100,Medium,Low,Medium,High,641,6,Rubber,Court,No,Summer,4-7,49,12,73,everyday
SH0548,Crocs Move Slip-On Walkers Brown,Crocs,Shoes,slip-on walkers,Walking,Men,Brown,Rubberized knit,Elastic,Regular,3072,15,2611.2,4.1,68,100,High,Medium,Medium,Medium,512,10,Rubber,All-Purpose,No,Summer,6-9,34,7,47,everyday
SH0549,ASICS Pulse Road Running Shoes Red,ASICS,Shoes,road running shoes,Running,Men,Red,PU,Elastic,Slim,10620,10,9558.0,4.3,50,88,Low,Low,Low,High,715,8,TPU,Court,No,Summer,8-12,83,12,52,everyday
SH0550,Reebok Move Slip-On Walkers Tan,Reebok,Shoes,slip-on walkers,Walking,Women,Tan,Canvas,Elastic,Regular,2513,30,1759.1,4.8,177,100,Low,Low,Medium,Medium,309,12,PU,Indoor,No,All Season,6-10,92,8,62,retro
SH0551,Adidas Flow Football Boots Brown,Adidas,Shoes,football boots,Football,Unisex,Brown,Knit,Slip-On,Regular,4924,50,2462.0,4.4,246,100,Low,Low,Medium,High,482,8,Rubber,Road,No,Summer,7-11,98,6,62,lightweight
SH0552,Reebok Pulse Trail Running Shoes Tan,Reebok,Shoes,trail running shoes,Running,Boys,Tan,Canvas,Elastic,Regular,5049,10,4544.1,3.9,86,91,Medium,Medium,High,Medium,417,10,PU,Indoor,No,All Season,3-7,72,6,64,rugged
SH0553,Mochi Max Block Heels Blue,Mochi,Shoes,block heels,Heels,Women,Blue,Canvas,Slip-On,Regular,3242,5,3079.9,3.9,124,100,Max,Medium,Medium,Very High,393,10,PU,Court,No,All Season,5-9,128,4,82,premium
SH0554,Campus Pulse School Shoes Navy,Campus,Shoes,school shoes,School,Girls,Navy,Mesh,Elastic,Regular,2100,15,1785.0,3.8,35,65,Low,Medium,High,Very High,589,6,Phylon,Road,No,All Season,1-5,191,8,82,retro
SH0555,Reebok Pulse Walking Shoes White,Reebok,Shoes,walking shoes,Walking,Men,White,Synthetic,Buckle,Regular,2320,10,2088.0,4.1,122,100,Medium,Medium,Medium,High,546,10,Foam,All-Purpose,No,Monsoon,8-12,9,10,48,retro
SH0556,Red Tape Lite Slip-On Walkers Navy,Red Tape,Shoes,slip-on walkers,Walking,Women,Navy,Leather,Buckle,Regular,3779,15,3212.15,3.4,88,94,Max,Medium,High,High,533,4,Rubber,All-Purpose,No,All Season,4-7,170,1,77,rugged
SH0557,New Balance Elite Road Running Shoes Pink,New Balance,Shoes,road running shoes,Running,Unisex,Pink,Leather,Buckle,Regular,5780,15,4913.0,3.5,75,100,High,High,Low,Medium,594,8,Foam,Court,No,All Season,6-10,203,4,77,everyday
SH0558,Adidas Lite Training Shoes Beige,Adidas,Shoes,training shoes,Training,Boys,Beige,Canvas,Velcro,Wide,6344,20,5075.2,4.0,90,100,Max,Medium,High,Very High,443,8,Phylon,Indoor,No,Monsoon,2-6,63,12,94,sporty
SH0559,Bata Lite Walking Shoes Brown,Bata,Shoes,walking shoes,Walking,Unisex,Brown,Mesh,Buckle,Regular,4003,30,2802.1,3.7,149,100,High,High,High,Medium,694,10,TPU,Indoor,No,All Season,7-11,35,7,68,minimal
SH0560,Adidas Elite Turf Shoes White,Adidas,Shoes,turf shoes,Football,Boys,White,Mesh,Slip-On,Regular,4372,25,3279.0,3.7,93,97,Medium,Medium,Medium,Very High,552,12,EVA,Trail,Yes,All Season,1-5,152,10,82,premium
SH0561,Nike Elite Basketball Shoes Tan,Nike,Shoes,basketball shoes,Basketball,Women,Tan,Rubberized knit,Lace-Up,Regular,9596,25,7197.0,4.3,78,72,High,Low,High,Very High,675,8,TPU,Indoor,No,Monsoon,6-10,104,6,58,lightweight
SH0562,Bata Pro Comfort Walkers White,Bata,Shoes,comfort walkers,Walking,Men,White,PU,Velcro,Wide,3291,15,2797.35,3.8,112,100,Medium,High,Medium,High,676,10,EVA,Road,No,All Season,6-9,211,12,80,everyday
SH0563,ASICS Flex Training Shoes Black,ASICS,Shoes,training shoes,Training,Boys,Black,Rubberized knit,Elastic,Regular,8017,15,6814.45,4.3,238,100,Medium,High,High,Very High,523,10,PU,Indoor,No,All Season,3-7,99,9,51,everyday
SH0564,Fila Move Race-Day Shoes Beige,Fila,Shoes,race-day shoes,Running,Girls,Beige,Canvas,Slip-On,Slim,5431,25,4073.25,4.0,18,70,High,Medium,Medium,High,562,6,TPU,All-Purpose,No,Summer,2-6,174,12,74,lightweight
SH0565,Mochi Elite Canvas Shoes Beige,Mochi,Shoes,canvas shoes,Casual,Men,Beige,PU,Lace-Up,Regular,3216,25,2412.0,3.8,142,100,Low,Low,High,High,580,6,Foam,Road,No,All Season,7-11,251,12,75,rugged
SH0566,Adidas Lite Football Boots Beige,Adidas,Shoes,football boots,Football,Men,Beige,Rubberized knit,Lace-Up,Slim,4775,15,4058.75,4.2,84,100,Medium,High,Low,High,876,8,Foam,Road,No,All Season,6-9,131,4,51,sporty
SH0567,Adidas Pulse Training Shoes Maroon,Adidas,Shoes,training shoes,Training,Women,Maroon,PU,Slip-On,Regular,5775,10,5197.5,4.5,64,100,Medium,Medium,Low,High,687,10,Phylon,Court,No,All Season,6-10,138,2,30,minimal
SH0568,Red Tape Stride Derbies White,Red Tape,Shoes,derbies,Formal,Men,White,PU,Slip-On,Regular,4479,15,3807.15,4.1,45,96,Medium,High,Low,High,771,10,Foam,All-Purpose,No,All Season,6-10,125,5,71,premium
SH0569,Under Armour Elite Trail Running Shoes Red,Under Armour,Shoes,trail running shoes,Running,Men,Red,Suede,Velcro,Regular,9065,0,9065.0,4.7,148,100,High,Low,Low,High,912,10,Phylon,Indoor,No,All Season,7-11,201,6,94,rugged
SH0570,Skechers Pro Comfort Walkers Maroon,Skechers,Shoes,comfort walkers,Walking,Girls,Maroon,PU,Slip-On,Regular,3874,30,2711.8,4.3,23,96,Max,High,Low,High,348,6,EVA,Court,No,All Season,1-5,87,8,99,rugged
SH0571,Liberty Max School Shoes Navy,Liberty,Shoes,school shoes,School,Girls,Navy,Mesh,Lace-Up,Regular,1154,35,750.1,4.0,24,95,Low,Medium,Low,Very High,310,8,Foam,Indoor,No,All Season,2-6,5,1,65,rugged
SH0572,Adidas Move Street Sneakers White,Adidas,Shoes,street sneakers,Lifestyle,Unisex,White,Synthetic,Elastic,Regular,5117,20,4093.6,4.8,128,100,Low,Low,High,Medium,706,12,EVA,Court,Yes,All Season,6-10,118,3,65,minimal
SH0573,Campus Air Race-Day Shoes Olive,Campus,Shoes,race-day shoes,Running,Women,Olive,Synthetic,Velcro,Slim,1504,35,977.6,4.4,14,71,Low,Medium,Medium,High,473,10,Foam,Court,No,All Season,5-9,90,1,76,rugged
SH0574,Adidas Air Lifestyle Sneakers Tan,Adidas,Shoes,lifestyle sneakers,Lifestyle,Women,Tan,PU,Slip-On,Regular,3245,10,2920.5,3.9,114,100,High,Medium,Medium,Medium,643,6,Foam,Trail,No,All Season,4-7,85,6,56,rugged
SH0575,Red Tape Flex Formal Loafers Blue,Red Tape,Shoes,formal loafers,Formal,Men,Blue,PU,Slip-On,Regular,2897,20,2317.6,4.2,454,100,Medium,Medium,High,Medium,665,4,TPU,All-Purpose,Yes,All Season,7-11,8,9,79,sporty
SH0576,Skechers Lite Lifestyle Sneakers Pink,Skechers,Shoes,lifestyle sneakers,Lifestyle,Men,Pink,Knit,Lace-Up,Regular,5142,20,4113.6,3.9,82,100,Medium,Medium,High,High,480,8,Foam,Road,No,All Season,7-11,168,3,80,everyday
SH0577,Woodland Pro Casual Sneakers Maroon,Woodland,Shoes,casual sneakers,Casual,Boys,Maroon,Mesh,Elastic,Regular,3707,20,2965.6,3.2,56,96,Low,Low,High,High,557,8,Phylon,Road,No,All Season,3-7,151,5,61,sporty
SH0578,Bata Flex Walking Shoes Beige,Bata,Shoes,walking shoes,Walking,Girls,Beige,Synthetic,Lace-Up,Regular,2341,15,1989.85,4.3,170,100,Medium,Low,Medium,Very High,450,10,Rubber,Trail,No,Winter,2-6,137,6,81,premium
SH0579,Adidas Prime Training Shoes Beige,Adidas,Shoes,training shoes,Training,Unisex,Beige,Rubberized knit,Slip-On,Regular,6898,30,4828.6,5.0,92,100,Low,Medium,Low,High,589,8,EVA,Court,No,All Season,6-10,75,2,68,everyday
SH0580,Adidas Lite Retro Sneakers Black,Adidas,Shoes,retro sneakers,Lifestyle,Girls,Black,Leather,Velcro,Regular,6006,15,5105.1,3.8,114,100,Medium,Medium,High,High,531,4,PU,Trail,No,Summer,3-7,146,10,82,fashion
SH0581,New Balance Pulse Retro Sneakers Pink,New Balance,Shoes,retro sneakers,Lifestyle,Women,Pink,Mesh,Velcro,Wide,8682,15,7379.7,4.3,51,100,Medium,High,High,Medium,582,0,TPU,Trail,No,All Season,4-7,60,10,53,everyday
SH0582,Under Armour Move Cross Trainers Beige,Under Armour,Shoes,cross trainers,Training,Women,Beige,PU,Buckle,Regular,8521,5,8094.95,3.8,208,100,High,Medium,Low,Medium,490,4,EVA,All-Purpose,No,All Season,4-7,77,11,37,rugged
SH0583,Vans Max Street Sneakers Pink,Vans,Shoes,street sneakers,Lifestyle,Men,Pink,PU,Buckle,Regular,4307,0,4307.0,4.2,77,62,Medium,High,Medium,High,726,8,Foam,All-Purpose,No,All Season,6-10,96,2,59,minimal
SH0584,Campus Pulse Trail Running Shoes Blue,Campus,Shoes,trail running shoes,Running,Boys,Blue,Leather,Slip-On,Regular,1888,25,1416.0,4.8,26,100,High,Medium,Medium,High,459,10,Phylon,All-Purpose,No,All Season,2-6,106,3,80,everyday
SH0585,Skechers Air Street Sneakers Grey,Skechers,Shoes,street sneakers,Lifestyle,Boys,Grey,Leather,Velcro,Regular,7329,15,6229.65,4.1,46,100,Medium,Medium,Low,High,708,10,Foam,All-Purpose,No,All Season,2-6,113,6,68,sporty
SH0586,Nike Edge Cross Trainers Olive,Nike,Shoes,cross trainers,Training,Men,Olive,Suede,Elastic,Regular,4106,35,2668.9,4.4,65,99,Medium,Low,Medium,Medium,465,10,EVA,Road,Yes,Summer,6-9,124,6,37,retro
SH0587,Adidas Air Street Sneakers White,Adidas,Shoes,street sneakers,Lifestyle,Women,White,Leather,Slip-On,Regular,8000,50,4000.0,4.5,95,100,Low,Medium,Medium,Medium,535,6,PU,Road,No,Summer,5-9,102,4,89,retro
SH0588,Hush Puppies Lite Slip-On Walkers Brown,Hush Puppies,Shoes,slip-on walkers,Walking,Boys,Brown,Synthetic,Elastic,Regular,5070,15,4309.5,4.6,57,100,Medium,Medium,Low,High,429,10,EVA,Indoor,No,All Season,1-5,28,4,94,sporty
SH0589,Liberty Stride School Shoes Grey,Liberty,Shoes,school shoes,School,Unisex,Grey,PU,Elastic,Regular,2058,25,1543.5,3.5,72,67,Max,Medium,Medium,High,764,10,PU,Indoor,No,Summer,7-11,83,9,62,everyday
SH0590,Fila Elite Cross Trainers Beige,Fila,Shoes,cross trainers,Training,Women,Beige,Synthetic,Slip-On,Regular,4257,15,3618.45,4.3,46,75,Medium,Medium,High,High,683,8,Phylon,Indoor,No,All Season,5-9,227,12,51,fashion
SH0591,Clarks Flex Formal Loafers Olive,Clarks,Shoes,formal loafers,Formal,Women,Olive,Canvas,Slip-On,Regular,7613,15,6471.05,4.2,210,100,Medium,High,High,Medium,613,12,Phylon,Court,No,All Season,4-8,113,10,58,minimal
SH0592,Woodland Edge Casual Loafers Maroon,Woodland,Shoes,casual loafers,Casual,Unisex,Maroon,Knit,Elastic,Slim,5754,5,5466.3,4.5,99,100,Max,Medium,Low,Very High,687,8,Phylon,Court,No,All Season,5-9,218,7,71,everyday
SH0593,Fila Pro Road Running Shoes Navy,Fila,Shoes,road running shoes,Running,Men,Navy,Suede,Velcro,Regular,2545,30,1781.5,3.3,130,100,Medium,Medium,Low,Very High,535,6,Rubber,Court,No,All Season,6-10,89,9,69,fashion
SH0594,Adidas Air Road Running Shoes Red,Adidas,Shoes,road running shoes,Running,Women,Red,Mesh,Elastic,Regular,7735,15,6574.75,4.2,58,100,High,High,Medium,High,443,8,Foam,Indoor,No,All Season,4-7,106,12,74,lightweight
SH0595,Nike Edge Race-Day Shoes White,Nike,Shoes,race-day shoes,Running,Boys,White,PU,Velcro,Wide,4904,10,4413.6,4.2,100,100,Low,Medium,Medium,Medium,390,12,Foam,Court,Yes,All Season,1-5,103,9,31,fashion
SH0596,Under Armour Prime Gym Trainers Navy,Under Armour,Shoes,gym trainers,Training,Men,Navy,Knit,Buckle,Regular,9576,25,7182.0,4.1,83,100,Medium,Medium,High,Very High,515,4,Phylon,Indoor,No,Monsoon,6-9,77,6,37,lightweight
SH0597,Red Tape Move Walking Shoes Navy,Red Tape,Shoes,walking shoes,Walking,Men,Navy,Synthetic,Slip-On,Regular,2886,20,2308.8,3.9,87,100,High,Medium,Low,High,778,6,Phylon,Road,No,All Season,6-10,119,11,70,fashion
SH0598,Adidas Flow Trail Running Shoes Maroon,Adidas,Shoes,trail running shoes,Running,Boys,Maroon,Rubberized knit,Elastic,Regular,5198,20,4158.4,4.3,69,84,Medium,Low,Low,Very High,508,10,Rubber,Court,No,All Season,1-5,84,6,56,lightweight
SH0599,Nike Edge Training Shoes White,Nike,Shoes,training shoes,Training,Unisex,White,Suede,Buckle,Regular,10277,0,10277.0,3.9,74,94,High,Low,High,High,734,10,EVA,All-Purpose,No,Monsoon,6-10,143,3,69,fashion
SH0600,Liberty Max Walking Shoes Beige,Liberty,Shoes,walking shoes,Walking,Men,Beige,Knit,Velcro,Wide,793,30,555.1,3.4,70,100,Medium,Medium,High,High,644,8,Foam,All-Purpose,No,Monsoon,7-11,26,7,15,minimal
SH0601,Vans Flow Casual Loafers Pink,Vans,Shoes,casual loafers,Casual,Unisex,Pink,Canvas,Lace-Up,Regular,5020,20,4016.0,3.8,49,66,Medium,Medium,Medium,High,709,6,Foam,Court,Yes,Monsoon,7-11,126,5,53,sporty
SH0602,Skechers Air Retro Sneakers Beige,Skechers,Shoes,retro sneakers,Lifestyle,Men,Beige,Knit,Lace-Up,Regular,2200,0,2200.0,3.9,45,80,High,Low,Low,Very High,426,8,Rubber,Road,No,All Season,6-10,87,7,79,minimal
SH0603,Puma Stride Retro Sneakers Navy,Puma,Shoes,retro sneakers,Lifestyle,Women,Navy,Synthetic,Lace-Up,Regular,4579,10,4121.1,4.4,364,100,Medium,High,Medium,High,280,10,Rubber,All-Purpose,Yes,All Season,4-8,139,8,32,sporty
SH0604,Skechers Prime Slip-On Walkers Grey,Skechers,Shoes,slip-on walkers,Walking,Women,Grey,Knit,Slip-On,Regular,6827,10,6144.3,4.2,227,100,High,Low,Medium,Very High,500,12,Phylon,Indoor,No,All Season,5-9,151,7,98,minimal
SH0605,Campus Flow Trail Running Shoes White,Campus,Shoes,trail running shoes,Running,Men,White,Canvas,Lace-Up,Regular,2449,25,1836.75,4.2,33,100,Medium,High,High,Medium,413,0,TPU,Trail,No,All Season,6-9,83,10,74,rugged
SH0606,ASICS Pro Tennis Shoes Beige,ASICS,Shoes,tennis shoes,Tennis,Unisex,Beige,Knit,Buckle,Regular,5543,40,3325.8,4.7,78,100,High,Medium,High,High,757,8,Rubber,Indoor,No,Summer,6-10,115,12,31,sporty
SH0607,Adidas Prime Gym Trainers Olive,Adidas,Shoes,gym trainers,Training,Unisex,Olive,PU,Buckle,Regular,4672,40,2803.2,4.4,101,83,High,Medium,Low,Very High,610,8,EVA,Trail,No,All Season,5-9,129,12,100,sporty
SH0608,Campus Edge School Shoes Beige,Campus,Shoes,school shoes,School,Girls,Beige,Leather,Buckle,Regular,1976,25,1482.0,4.6,115,100,Medium,Medium,Medium,High,684,6,Phylon,Road,No,All Season,1-5,54,10,69,rugged
SH0609,Reebok Stride Cross Trainers Olive,Reebok,Shoes,cross trainers,Training,Women,Olive,Synthetic,Buckle,Regular,3236,25,2427.0,4.7,93,99,Medium,Medium,Low,Very High,538,10,TPU,All-Purpose,No,Summer,5-9,179,8,59,retro
SH0610,Red Tape Flex Derbies Beige,Red Tape,Shoes,derbies,Formal,Unisex,Beige,Synthetic,Buckle,Wide,3094,15,2629.9,4.2,140,100,Medium,Medium,Low,Medium,936,8,Foam,Trail,Yes,Monsoon,6-10,5,5,44,everyday
SH0611,Bata Flex Slip-On Walkers Navy,Bata,Shoes,slip-on walkers,Walking,Women,Navy,Knit,Lace-Up,Wide,2800,25,2100.0,4.0,38,63,Medium,High,Medium,Medium,368,8,Phylon,Court,No,All Season,5-9,5,4,63,fashion
SH0612,Liberty Lite School Shoes Brown,Liberty,Shoes,school shoes,School,Boys,Brown,Synthetic,Lace-Up,Regular,1605,20,1284.0,4.2,128,100,Max,Medium,Low,High,676,10,EVA,Road,No,All Season,1-5,29,2,85,sporty
SH0613,Woodland Stride Casual Loafers White,Woodland,Shoes,casual loafers,Casual,Girls,White,Rubberized knit,Slip-On,Wide,4218,0,4218.0,4.3,72,100,Low,Medium,High,Medium,621,12,Rubber,Indoor,No,Summer,3-7,210,5,75,premium
SH0614,Mochi Pro Derbies Navy,Mochi,Shoes,derbies,Formal,Men,Navy,Mesh,Lace-Up,Slim,3155,25,2366.25,3.7,85,100,Low,High,Medium,High,767,8,Foam,Court,No,All Season,6-10,28,10,46,retro
SH0615,Reebok Flow Gym Trainers Black,Reebok,Shoes,gym trainers,Training,Women,Black,Canvas,Velcro,Regular,3058,40,1834.8,3.9,73,68,Medium,High,High,Very High,330,8,EVA,Road,No,All Season,6-10,61,8,77,premium
SH0616,Fila Flow Road Running Shoes White,Fila,Shoes,road running shoes,Running,Boys,White,Knit,Slip-On,Regular,2462,30,1723.4,4.0,166,100,Medium,High,High,Very High,231,4,Foam,All-Purpose,Yes,All Season,3-7,92,8,65,lightweight
SH0617,Adidas Elite Road Running Shoes Grey,Adidas,Shoes,road running shoes,Running,Unisex,Grey,Rubberized knit,Lace-Up,Regular,6643,20,5314.4,4.3,74,100,High,Low,Low,Very High,548,8,Rubber,Court,No,Summer,6-10,52,8,85,premium
SH0618,Puma Air Street Sneakers Black,Puma,Shoes,street sneakers,Lifestyle,Boys,Black,Synthetic,Elastic,Regular,4082,25,3061.5,4.2,92,100,Low,Low,Low,High,684,4,EVA,Trail,No,All Season,3-7,55,4,51,retro
SH0619,Reebok Flex Race-Day Shoes Grey,Reebok,Shoes,race-day shoes,Running,Unisex,Grey,Synthetic,Velcro,Slim,3625,5,3443.75,4.5,326,100,Medium,Medium,High,High,656,12,Phylon,Court,No,All Season,7-11,160,7,44,minimal
SH0620,ASICS Stride Tennis Shoes Blue,ASICS,Shoes,tennis shoes,Tennis,Men,Blue,Canvas,Elastic,Regular,8473,20,6778.4,4.4,63,68,Low,Low,High,High,611,10,Foam,Indoor,No,All Season,6-10,150,4,27,sporty
SH0621,Campus Pro Trail Running Shoes Blue,Campus,Shoes,trail running shoes,Running,Boys,Blue,Rubberized knit,Buckle,Regular,2831,10,2547.9,4.3,389,100,High,Medium,Low,Very High,474,8,Rubber,Indoor,No,All Season,3-7,80,6,65,rugged
SH0622,Mochi Pulse Formal Loafers Grey,Mochi,Shoes,formal loafers,Formal,Girls,Grey,Mesh,Slip-On,Regular,2234,15,1898.9,3.9,67,52,Low,Low,Medium,Medium,443,8,TPU,All-Purpose,No,Monsoon,1-5,122,3,60,everyday
SH0623,Skechers Prime Walking Shoes Maroon,Skechers,Shoes,walking shoes,Walking,Girls,Maroon,Synthetic,Velcro,Regular,6166,15,5241.1,4.5,116,100,Medium,Medium,Low,High,517,10,Rubber,Trail,No,All Season,3-7,155,3,77,premium
SH0624,Skechers Move Lifestyle Sneakers Tan,Skechers,Shoes,lifestyle sneakers,Lifestyle,Women,Tan,Mesh,Buckle,Regular,4383,35,2848.95,4.3,229,100,Low,High,High,Very High,563,8,EVA,Road,No,All Season,5-9,245,6,55,sporty
SH0625,Hush Puppies Max Comfort Walkers Grey,Hush Puppies,Shoes,comfort walkers,Walking,Girls,Grey,Suede,Elastic,Regular,4053,30,2837.1,4.3,29,76,High,Medium,Medium,Medium,560,6,TPU,Road,No,All Season,2-6,54,12,67,lightweight
SH0626,Converse Stride Canvas Shoes Black,Converse,Shoes,canvas shoes,Casual,Men,Black,Synthetic,Slip-On,Regular,5084,50,2542.0,3.4,415,100,Low,Medium,Medium,Medium,671,8,Foam,All-Purpose,No,All Season,6-10,73,11,67,lightweight
